Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_131,"berjalan game, dahar kue ciki-ciki, bersandiwara, barmain sama adik kecil, menelepon yang dicintai, dibawah sholat atau berdzikir mendekatkan diri pada Allah.SWT, menggagu teman atau usil, dibawa berwudhu atau cuci muka.",22.0,40.0,50.0,37.333333333333336
siswa_132,"berjalan game, makan kue ciki-ciki, bersandiwara, barmain sama adik kecil, menelepon yang dicintai, dibawah sholat atau berdzikir mendekatkan diri pada Allah.SWT, menggagu teman atau usil, dibawa berwudhu atau cuci muka.",22.0,40.0,50.0,37.333333333333336
siswa_133,"main game, dahar kue ciki-ciki, bersandiwara, barmain sama adik kecil, menelepon yang dicintai, dibawah sholat atau berdzikir mendekatkan diri pada Allah.SWT, menggagu teman atau usil, dibawa berwudhu atau cuci muka.",22.0,40.0,50.0,37.333333333333336
siswa_134,melihat bioskop intermezo refreshing berjalan game,9.0,10.0,10.0,9.666666666666666
siswa_135,melihat bioskop intermezo refreshing main game,9.0,10.0,10.0,9.666666666666666
siswa_136,melihat bioskop hiburan refreshing berjalan game,9.0,10.0,10.0,9.666666666666666
siswa_137,melihat bioskop hiburan refreshing main game,9.0,10.0,10.0,9.666666666666666
siswa_138,melihat film intermezo refreshing berjalan game,9.0,10.0,10.0,9.666666666666666
siswa_139,melihat film intermezo refreshing main game,9.0,10.0,10.0,9.666666666666666
siswa_140,melihat film hiburan refreshing berjalan game,9.0,10.0,10.0,9.666666666666666
siswa_141,"membena musik, adimarga jalan, berjalan game, nonton film, makan, minum, ke toilet, tidur",28.0,33.0,25.0,28.666666666666668
siswa_142,"membena musik, adimarga jalan, main game, nonton film, makan, minum, ke toilet, tidur",28.0,33.0,25.0,28.666666666666668
siswa_143,"membena musik, jalan jalan, berjalan game, nonton film, makan, minum, ke toilet, tidur",28.0,33.0,25.0,28.666666666666668
siswa_144,"membena musik, jalan jalan, main game, nonton film, makan, minum, ke toilet, tidur",28.0,33.0,25.0,28.666666666666668
siswa_145,"mendengarkan musik, adimarga jalan, berjalan game, nonton film, makan, minum, ke toilet, tidur",28.0,33.0,25.0,28.666666666666668
siswa_146,"mendengarkan musik, adimarga jalan, main game, nonton film, makan, minum, ke toilet, tidur",28.0,33.0,25.0,28.666666666666668
siswa_147,"mendengarkan musik, jalan jalan, berjalan game, nonton film, makan, minum, ke toilet, tidur",28.0,33.0,25.0,28.666666666666668
siswa_148,"dolan game, menonton bioskop , makan makanan ringan , tidur , minum kopi , lihat tv, mendengarkan musik, membuka internet",17.0,18.0,25.0,20.0
siswa_149,"dolan game, menonton film , makan makanan ringan , tidur , minum kopi , lihat tv, mendengarkan musik, membuka internet",17.0,18.0,25.0,20.0
siswa_150,"bermain game, menonton bioskop , makan makanan ringan , tidur , minum kopi , lihat tv, mendengarkan musik, membuka internet",17.0,18.0,25.0,20.0
siswa_151,alot bioskop,5.0,5.0,10.0,6.666666666666667
siswa_152,alot film,5.0,5.0,10.0,6.666666666666667
siswa_153,liat bioskop,5.0,5.0,10.0,6.666666666666667
siswa_154,angkat kaki ke bufet beradu (hor) membena musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_155,angkat kaki ke bufet beradu (hor) mendengarkan musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_156,angkat kaki ke bufet tidur membena musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_157,angkat kaki ke bufet tidur mendengarkan musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_158,angkat kaki ke kantin beradu (hor) membena musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_159,angkat kaki ke kantin beradu (hor) mendengarkan musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_160,angkat kaki ke kantin tidur membena musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_161,angkat kaki ke kantin tidur mendengarkan musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_162,pergi ke bufet beradu (hor) membena musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_163,pergi ke bufet beradu (hor) mendengarkan musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_164,pergi ke bufet tidur membena musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_165,pergi ke bufet tidur mendengarkan musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_166,pergi ke kantin beradu (hor) membena musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_167,pergi ke kantin beradu (hor) mendengarkan musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_168,pergi ke kantin tidur membena musik ngerokok pergi ke ruangan ber AC,8.0,10.0,10.0,9.333333333333334
siswa_169,refreshing dahar ayap interval play game playing game main game bermain game,11.0,10.0,10.0,10.333333333333334
siswa_170,refreshing dahar ayap istirahat play game playing game main game bermain game,11.0,10.0,10.0,10.333333333333334
siswa_171,refreshing dahar minum interval play game playing game main game bermain game,11.0,10.0,10.0,10.333333333333334
siswa_172,refreshing dahar minum istirahat play game playing game main game bermain game,11.0,10.0,10.0,10.333333333333334
siswa_173,refreshing makan ayap interval play game playing game main game bermain game,11.0,10.0,10.0,10.333333333333334
siswa_174,refreshing makan ayap istirahat play game playing game main game bermain game,11.0,10.0,10.0,10.333333333333334
siswa_175,refreshing makan minum interval play game playing game main game bermain game,11.0,10.0,10.0,10.333333333333334
siswa_176,1. jajanan dikantin 2. interval,8.0,5.0,10.0,7.666666666666667
siswa_177,1. jajanan dikantin 2. istirahat,8.0,5.0,10.0,7.666666666666667
siswa_178,1. jajan dikantin 2. interval,8.0,5.0,10.0,7.666666666666667
siswa_179,"angkat kaki ke bufet , beradu (hor) di bawah ac",6.0,5.0,10.0,7.0
siswa_180,"angkat kaki ke bufet , tidur di bawah ac",6.0,5.0,10.0,7.0
siswa_181,"angkat kaki ke kantin , beradu (hor) di bawah ac",6.0,5.0,10.0,7.0
siswa_182,"angkat kaki ke kantin , tidur di bawah ac",6.0,5.0,10.0,7.0
siswa_183,"pergi ke bufet , beradu (hor) di bawah ac",6.0,5.0,10.0,7.0
siswa_184,"pergi ke bufet , tidur di bawah ac",6.0,5.0,10.0,7.0
siswa_185,"pergi ke kantin , beradu (hor) di bawah ac",6.0,5.0,10.0,7.0
siswa_186,- Mandi sebelum brangkat pelajaran atau kekantor - jangan berinteraksi dengan komputer secara terus menerus - regangkan otot-otot ketika sudah mulai lelah - minum air putih,19.0,25.0,25.0,23.0
siswa_187,-Makan gula-gula -minum minuman nan segar -memijat kepala sejenak -melakukan olah raga ringan -tidur sebentar jika diperlukan -memejamkan Mata sejenak -mendengarkan musik kesukaan -keluar ruangan sejenak untuk menghirup udara segar,35.0,45.0,50.0,43.333333333333336
siswa_188,-Makan gula-gula -minum minuman yang segar -memijat kepala sejenak -melakukan olah raga ringan -tidur sebentar jika diperlukan -memejamkan Mata sejenak -mendengarkan musik kesukaan -keluar ruangan sejenak untuk menghirup udara segar,35.0,45.0,50.0,43.333333333333336
siswa_189,-Makan permen -minum minuman nan segar -memijat kepala sejenak -melakukan olah raga ringan -tidur sebentar jika diperlukan -memejamkan Mata sejenak -mendengarkan musik kesukaan -keluar ruangan sejenak untuk menghirup udara segar,35.0,45.0,50.0,43.333333333333336
siswa_190,"Caranya adalah cak atas melaksanakan interval sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_191,"Caranya adalah cak atas melaksanakan istirahat sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_192,"Caranya adalah cak atas melakukan interval sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_193,"Caranya adalah cak atas melakukan istirahat sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_194,"Caranya adalah dengan melaksanakan interval sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_195,"Caranya adalah dengan melaksanakan istirahat sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_196,"Caranya adalah dengan melakukan interval sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_197,"Caranya adalah dengan melakukan istirahat sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_198,"Caranya yakni cak atas melaksanakan interval sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_199,"Caranya yakni cak atas melaksanakan istirahat sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_200,"Caranya yakni cak atas melakukan interval sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_201,"Caranya yakni cak atas melakukan istirahat sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_202,"Caranya yakni dengan melaksanakan interval sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_203,"Caranya yakni dengan melaksanakan istirahat sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_204,"Caranya yakni dengan melakukan interval sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat.",20.0,35.0,25.0,26.666666666666668
siswa_205,"dolan game cak  ala sela-sela waktu, tidur, makan dan minum, olahraga, membaca komik",25.0,25.0,25.0,25.0
siswa_206,"dolan game pada sela-sela waktu, tidur, makan dan minum, olahraga, membaca komik",25.0,25.0,25.0,25.0
siswa_207,"bermain game cak  ala sela-sela waktu, tidur, makan dan minum, olahraga, membaca komik",25.0,25.0,25.0,25.0
siswa_208,"tidur, dolan game, berwudhu, sholat, stretching, olahraga ringan, minum segelas aqua, makan makanan ringan, membaca alquran, melamun.",40.0,34.0,50.0,41.333333333333336
siswa_209,"-istirahat, -tidur, -makan incaran bergizi, -mendengarkan musik, -berkumpul keluarga atau teman, -menonton SLANK #pisss -mandi di tepi lautan, -naik gunung.",15.0,10.0,10.0,11.666666666666666
siswa_210,- membena nada - internet - membaca buku,9.0,15.0,10.0,11.333333333333334
siswa_211,- membena musik - internet - membaca buku,9.0,15.0,10.0,11.333333333333334
siswa_212,- mendengarkan nada - internet - membaca buku,9.0,15.0,10.0,11.333333333333334
siswa_213,- membena nada nan disukai. - Bermain game sejenak. - Jalan - Jalan disekitar tampat kerja. - Makan dikantin. - Mengopi. - tidur jika memungkinkan meski hanya sebentar. - Browsing. - Chatting.,12.0,15.0,10.0,12.333333333333334
siswa_214,- membena nada yang disukai. - Bermain game sejenak. - Jalan - Jalan disekitar tampat kerja. - Makan dikantin. - Mengopi. - tidur jika memungkinkan meski hanya sebentar. - Browsing. - Chatting.,12.0,15.0,10.0,12.333333333333334
siswa_215,- membena musik nan disukai. - Bermain game sejenak. - Jalan - Jalan disekitar tampat kerja. - Makan dikantin. - Mengopi. - tidur jika memungkinkan meski hanya sebentar. - Browsing. - Chatting.,12.0,15.0,10.0,12.333333333333334
siswa_216,- membena musik yang disukai. - Bermain game sejenak. - Jalan - Jalan disekitar tampat kerja. - Makan dikantin. - Mengopi. - tidur jika memungkinkan meski hanya sebentar. - Browsing. - Chatting.,12.0,15.0,10.0,12.333333333333334
siswa_217,- mendengarkan nada nan disukai. - Bermain game sejenak. - Jalan - Jalan disekitar tampat kerja. - Makan dikantin. - Mengopi. - tidur jika memungkinkan meski hanya sebentar. - Browsing. - Chatting.,12.0,15.0,10.0,12.333333333333334
siswa_218,- mendengarkan nada yang disukai. - Bermain game sejenak. - Jalan - Jalan disekitar tampat kerja. - Makan dikantin. - Mengopi. - tidur jika memungkinkan meski hanya sebentar. - Browsing. - Chatting.,12.0,15.0,10.0,12.333333333333334
siswa_219,- mendengarkan musik nan disukai. - Bermain game sejenak. - Jalan - Jalan disekitar tampat kerja. - Makan dikantin. - Mengopi. - tidur jika memungkinkan meski hanya sebentar. - Browsing. - Chatting.,12.0,15.0,10.0,12.333333333333334
siswa_220,"bercanda, menonton bioskop",3.0,5.0,10.0,6.0
siswa_221,- Nyalakan parafin - Duduk di alam terbuka - Mendengarkan kata kata yang menginspirasi - Membaca - Menulis - setiap 15 menit sekali menatap ke luar - Mendrngarkan lagu - Mengobrol bersama teman,16.0,10.0,10.0,12.0
siswa_222,"- membena nada nan mendamaikan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_223,"- membena nada nan menenangkan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_224,"- membena nada yang mendamaikan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_225,"- membena nada yang menenangkan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_226,"- membena musik nan mendamaikan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_227,"- membena musik nan menenangkan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_228,"- membena musik yang mendamaikan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_229,"- membena musik yang menenangkan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_230,"- mendengarkan nada nan mendamaikan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_231,"- mendengarkan nada nan menenangkan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_232,"- mendengarkan nada yang mendamaikan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_233,"- mendengarkan nada yang menenangkan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_234,"- mendengarkan musik nan mendamaikan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_235,"- mendengarkan musik nan menenangkan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_236,"- mendengarkan musik yang mendamaikan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",60.0,55.0,50.0,55.0
siswa_237,-berdoa sebelum membuka (perundingan) operasi -Makan secara teratur -minum secara teratur -istirahatkan Badan jika terasa capek -istirahatkan Mata jika terasa pedih -jangan tidur terlalu malam -jadikan belajar Sebagai kegiatan yang menyenangkan -sering lihat pemandangan di luar ruangan,20.0,25.0,25.0,23.333333333333332
siswa_238,-berdoa sebelum membuka (perundingan) pekerjaan -Makan secara teratur -minum secara teratur -istirahatkan Badan jika terasa capek -istirahatkan Mata jika terasa pedih -jangan tidur terlalu malam -jadikan belajar Sebagai kegiatan yang menyenangkan -sering lihat pemandangan di luar ruangan,20.0,25.0,25.0,23.333333333333332
siswa_239,-berdoa sebelum mengawali operasi -Makan secara teratur -minum secara teratur -istirahatkan Badan jika terasa capek -istirahatkan Mata jika terasa pedih -jangan tidur terlalu malam -jadikan belajar Sebagai kegiatan yang menyenangkan -sering lihat pemandangan di luar ruangan,20.0,25.0,25.0,23.333333333333332
siswa_240,- internet - interval,5.0,5.0,10.0,6.666666666666667
siswa_241,"Berolahraga,Kuliner,Curhat,Melakukan keadaan bermanfaat,Manjakan awak anda setelah deadline,Me time,Ubah lingkungan sekitar,Istirahat saat mulai jenuh,Gabungkan tugas dengan sesuatu yang kamu sukai",3.0,15.0,10.0,9.333333333333334
siswa_242,"Berolahraga,Kuliner,Curhat,Melakukan keadaan bermanfaat,Manjakan awak kamu setelah deadline,Me time,Ubah lingkungan sekitar,Istirahat saat mulai jenuh,Gabungkan tugas dengan sesuatu yang kamu sukai",3.0,15.0,10.0,9.333333333333334
siswa_243,"Berolahraga,Kuliner,Curhat,Melakukan keadaan bermanfaat,Manjakan diri anda setelah deadline,Me time,Ubah lingkungan sekitar,Istirahat saat mulai jenuh,Gabungkan tugas dengan sesuatu yang kamu sukai",3.0,15.0,10.0,9.333333333333334
siswa_244,"Berolahraga,Kuliner,Curhat,Melakukan keadaan bermanfaat,Manjakan diri kamu setelah deadline,Me time,Ubah lingkungan sekitar,Istirahat saat mulai jenuh,Gabungkan tugas dengan sesuatu yang kamu sukai",3.0,15.0,10.0,9.333333333333334
siswa_245,"Berolahraga,Kuliner,Curhat,Melakukan hal bermanfaat,Manjakan awak anda setelah deadline,Me time,Ubah lingkungan sekitar,Istirahat saat mulai jenuh,Gabungkan tugas dengan sesuatu yang kamu sukai",3.0,15.0,10.0,9.333333333333334
siswa_246,"Berolahraga,Kuliner,Curhat,Melakukan hal bermanfaat,Manjakan awak kamu setelah deadline,Me time,Ubah lingkungan sekitar,Istirahat saat mulai jenuh,Gabungkan tugas dengan sesuatu yang kamu sukai",3.0,15.0,10.0,9.333333333333334
siswa_247,"Berolahraga,Kuliner,Curhat,Melakukan hal bermanfaat,Manjakan diri anda setelah deadline,Me time,Ubah lingkungan sekitar,Istirahat saat mulai jenuh,Gabungkan tugas dengan sesuatu yang kamu sukai",3.0,15.0,10.0,9.333333333333334
siswa_248,- nada - Olahraga - tertawa - Bersosialisasi - tidur pendek - Hiruplah sesuatu yang berbau enak - Pijat - Mandi,20.0,15.0,10.0,15.0
siswa_249,-olah badan -berliburan -Jalan-Jalan -shoping - musik -tertawa -Bersosialisasi -tidur,16.0,10.0,10.0,12.0
siswa_250,"melihat jebrol  ruangan, shalat, meminum kopi, main game, mengobrol dengan teman, mendengarkan musik, jalan-jalan sekitar ruangan, keluar ruangan.",22.0,20.0,25.0,22.333333333333332
siswa_251,"tidur, ayap cairan putih, basuh muka, senam kecil, main game, ke toilet, jalan, keluar ruangan melihat pohon",25.0,23.0,25.0,24.333333333333332
siswa_252,"tidur, ayap cairan putih, cuci muka, senam kecil, main game, ke toilet, jalan, keluar ruangan melihat pohon",25.0,23.0,25.0,24.333333333333332
siswa_253,"tidur, ayap air putih, basuh muka, senam kecil, main game, ke toilet, jalan, keluar ruangan melihat pohon",25.0,23.0,25.0,24.333333333333332
siswa_254,"tidur, ayap air putih, cuci muka, senam kecil, main game, ke toilet, jalan, keluar ruangan melihat pohon",25.0,23.0,25.0,24.333333333333332
siswa_255,"tidur, minum cairan putih, basuh muka, senam kecil, main game, ke toilet, jalan, keluar ruangan melihat pohon",25.0,23.0,25.0,24.333333333333332
siswa_256,"tidur, minum cairan putih, cuci muka, senam kecil, main game, ke toilet, jalan, keluar ruangan melihat pohon",25.0,23.0,25.0,24.333333333333332
siswa_257,"tidur, minum air putih, basuh muka, senam kecil, main game, ke toilet, jalan, keluar ruangan melihat pohon",25.0,23.0,25.0,24.333333333333332
siswa_258,"Istirahat, angkat kaki ke kantin, angkat kaki ke lapangan, pergi ke kamar mandi, cuci muka, cuci rambut, mandi, makan, minum, mendengarkan musik.",19.0,26.0,25.0,23.333333333333332
siswa_259,"Istirahat, angkat kaki ke kantin, pergi ke lapangan, pergi ke kamar mandi, cuci muka, cuci rambut, mandi, makan, minum, mendengarkan musik.",19.0,26.0,25.0,23.333333333333332
siswa_260,"Istirahat, pergi ke kantin, angkat kaki ke lapangan, pergi ke kamar mandi, cuci muka, cuci rambut, mandi, makan, minum, mendengarkan musik.",19.0,26.0,25.0,23.333333333333332
siswa_261,"membena musik, berjalan game, membaca komik, membaca novel, makan dan minum, jalan-jalan kecil, menonton televisi online,menonton film, mengedit foto",22.0,28.0,25.0,25.0
siswa_262,"membena musik, main game, membaca komik, membaca novel, makan dan minum, jalan-jalan kecil, menonton televisi online,menonton film, mengedit foto",22.0,28.0,25.0,25.0
siswa_263,"mendengarkan musik, berjalan game, membaca komik, membaca novel, makan dan minum, jalan-jalan kecil, menonton televisi online,menonton film, mengedit foto",22.0,28.0,25.0,25.0
siswa_264,- beradu (hor) petang musim arloji 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur,7.0,10.0,10.0,9.0
siswa_265,- beradu (hor) petang musim jam 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur,7.0,10.0,10.0,9.0
siswa_266,- beradu (hor) petang hari arloji 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur,7.0,10.0,10.0,9.0
siswa_267,- beradu (hor) petang hari jam 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur,7.0,10.0,10.0,9.0
siswa_268,- beradu (hor) malam musim arloji 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur,7.0,10.0,10.0,9.0
siswa_269,- beradu (hor) malam musim jam 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur,7.0,10.0,10.0,9.0
siswa_270,- beradu (hor) malam hari arloji 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur,7.0,10.0,10.0,9.0
siswa_271,- beradu (hor) malam hari jam 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur,7.0,10.0,10.0,9.0
siswa_272,- tidur petang musim arloji 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur,7.0,10.0,10.0,9.0
siswa_273,- tidur petang musim jam 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur,7.0,10.0,10.0,9.0
