Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_161,Merupakan album yang akan hilang datanya keika arus listrik dipadamkan,30.0,35.0,25.0,30.0
siswa_162,Merupakan memori nan bakal beterbangan datanya keika arus listrik dipadamkan,30.0,35.0,25.0,30.0
siswa_163,Merupakan memori nan bakal hilang datanya keika arus listrik dipadamkan,30.0,35.0,25.0,30.0
siswa_164,Merupakan memori nan akan beterbangan datanya keika arus listrik dipadamkan,30.0,35.0,25.0,30.0
siswa_165,Merupakan memori nan akan hilang datanya keika arus listrik dipadamkan,30.0,35.0,25.0,30.0
siswa_166,Merupakan memori yang bakal beterbangan datanya keika arus listrik dipadamkan,30.0,35.0,25.0,30.0
siswa_167,Merupakan memori yang bakal hilang datanya keika arus listrik dipadamkan,30.0,35.0,25.0,30.0
siswa_168,Merupakan memori yang akan beterbangan datanya keika arus listrik dipadamkan,30.0,35.0,25.0,30.0
siswa_169,"ialah bahan nan datanya angsal ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_170,"ialah bahan nan datanya dapat ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_171,"ialah bahan yang datanya angsal ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_172,"ialah bahan yang datanya dapat ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_173,"ialah data nan datanya angsal ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_174,"ialah data nan datanya dapat ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_175,"ialah data yang datanya angsal ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_176,"ialah data yang datanya dapat ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_177,"adalah bahan nan datanya angsal ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_178,"adalah bahan nan datanya dapat ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_179,"adalah bahan yang datanya angsal ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_180,"adalah bahan yang datanya dapat ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_181,"adalah data nan datanya angsal ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_182,"adalah data nan datanya dapat ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_183,"adalah data yang datanya angsal ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya",77.0,85.0,90.0,84.0
siswa_184,"volatile memory ialah penyimpanan memory sementara, yang mudah hilang",50.0,60.0,50.0,53.333333333333336
siswa_185,memory nan datanya becus  dalam tulis dan di hapus,40.0,35.0,50.0,41.666666666666664
siswa_186,memory nan datanya becus  di tulis dan di hapus,40.0,35.0,50.0,41.666666666666664
siswa_187,memory nan datanya bisa dalam tulis dan di hapus,40.0,35.0,50.0,41.666666666666664
siswa_188,memory nan datanya bisa di tulis dan di hapus,40.0,35.0,50.0,41.666666666666664
siswa_189,memory yang datanya becus  dalam tulis dan di hapus,40.0,35.0,50.0,41.666666666666664
siswa_190,memory yang datanya becus  di tulis dan di hapus,40.0,35.0,50.0,41.666666666666664
siswa_191,memory yang datanya bisa dalam tulis dan di hapus,40.0,35.0,50.0,41.666666666666664
siswa_192,volatile memory ialah memory nan datanya tidak dapat dihapus / ditulis kembali sehingga hanya bisa dibaca saja.,45.0,55.0,50.0,50.0
siswa_193,volatile memory ialah memory yang datanya tidak dapat dihapus / ditulis kembali sehingga hanya bisa dibaca saja.,45.0,55.0,50.0,50.0
siswa_194,volatile memory adalah memory nan datanya tidak dapat dihapus / ditulis kembali sehingga hanya bisa dibaca saja.,45.0,55.0,50.0,50.0
siswa_195,Memory nan angsal dihapus.,25.0,30.0,25.0,26.666666666666668
siswa_196,Memory nan dapat dihapus.,25.0,30.0,25.0,26.666666666666668
siswa_197,Memory yang angsal dihapus.,25.0,30.0,25.0,26.666666666666668
siswa_198,volatile adalah album selagi nan hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_199,volatile adalah album selagi yang hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_200,volatile adalah album sementara nan hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_201,volatile adalah album sementara yang hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_202,volatile adalah memori selagi nan hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_203,volatile adalah memori selagi yang hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_204,volatile adalah memori sementara nan hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_205,volatile adalah memori sementara yang hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_206,volatile ialah album selagi nan hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_207,volatile ialah album selagi yang hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_208,volatile ialah album sementara nan hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_209,volatile ialah album sementara yang hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_210,volatile ialah memori selagi nan hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_211,volatile ialah memori selagi yang hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_212,volatile ialah memori sementara nan hilang apabila listrik mati atau komputer dimatikan. contohnya RAM,40.0,45.0,50.0,45.0
siswa_213,memory datanya nan angsal dihapus dan ditulis,40.0,45.0,50.0,45.0
siswa_214,memory datanya nan dapat dihapus dan ditulis,40.0,45.0,50.0,45.0
siswa_215,memory datanya yang angsal dihapus dan ditulis,40.0,45.0,50.0,45.0
siswa_216,"memory nan datanya angsal ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_217,"memory nan datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_218,"memory yang datanya angsal ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_219,memory nan angsal berangkat kala di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_220,memory nan angsal berangkat ketika di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_221,memory nan angsal bertambah kala di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_222,memory nan angsal bertambah ketika di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_223,memory nan dapat berangkat kala di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_224,memory nan dapat berangkat ketika di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_225,memory nan dapat bertambah kala di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_226,memory nan dapat bertambah ketika di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_227,memory yang angsal berangkat kala di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_228,memory yang angsal berangkat ketika di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_229,memory yang angsal bertambah kala di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_230,memory yang angsal bertambah ketika di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_231,memory yang dapat berangkat kala di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_232,memory yang dapat berangkat ketika di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_233,memory yang dapat bertambah kala di butuhkan,10.0,5.0,10.0,8.333333333333334
siswa_234,"Memory volatile ialah album nan datanya dapat ditulis atau dihapus, dan data akan hilang ketika tidak mendapat power / daya. Memory jenis ini hanya untuk penyimpanan data sementara saja, bukan untuk jangka waktu yang lama. Contoh dari memory volatile adalah RAM (Random Access Memory) digunakan sebagai memori utama untuk menyimpan program-program atau data-data yang sedang digunakan atau diperlukan oleh CPU saat dibutuhkan saja (sementara).",65.0,80.0,75.0,73.33333333333333
siswa_235,"Memory volatile ialah album yang datanya dapat ditulis atau dihapus, dan data akan hilang ketika tidak mendapat power / daya. Memory jenis ini hanya untuk penyimpanan data sementara saja, bukan untuk jangka waktu yang lama. Contoh dari memory volatile adalah RAM (Random Access Memory) digunakan sebagai memori utama untuk menyimpan program-program atau data-data yang sedang digunakan atau diperlukan oleh CPU saat dibutuhkan saja (sementara).",65.0,80.0,75.0,73.33333333333333
siswa_236,"Memory volatile ialah memori nan datanya dapat ditulis atau dihapus, dan data akan hilang ketika tidak mendapat power / daya. Memory jenis ini hanya untuk penyimpanan data sementara saja, bukan untuk jangka waktu yang lama. Contoh dari memory volatile adalah RAM (Random Access Memory) digunakan sebagai memori utama untuk menyimpan program-program atau data-data yang sedang digunakan atau diperlukan oleh CPU saat dibutuhkan saja (sementara).",65.0,80.0,75.0,73.33333333333333
siswa_237,"Memory volatile ialah memori yang datanya dapat ditulis atau dihapus, dan data akan hilang ketika tidak mendapat power / daya. Memory jenis ini hanya untuk penyimpanan data sementara saja, bukan untuk jangka waktu yang lama. Contoh dari memory volatile adalah RAM (Random Access Memory) digunakan sebagai memori utama untuk menyimpan program-program atau data-data yang sedang digunakan atau diperlukan oleh CPU saat dibutuhkan saja (sementara).",65.0,80.0,75.0,73.33333333333333
siswa_238,"Memory volatile adalah album nan datanya dapat ditulis atau dihapus, dan data akan hilang ketika tidak mendapat power / daya. Memory jenis ini hanya untuk penyimpanan data sementara saja, bukan untuk jangka waktu yang lama. Contoh dari memory volatile adalah RAM (Random Access Memory) digunakan sebagai memori utama untuk menyimpan program-program atau data-data yang sedang digunakan atau diperlukan oleh CPU saat dibutuhkan saja (sementara).",65.0,80.0,75.0,73.33333333333333
siswa_239,"Memory volatile adalah album yang datanya dapat ditulis atau dihapus, dan data akan hilang ketika tidak mendapat power / daya. Memory jenis ini hanya untuk penyimpanan data sementara saja, bukan untuk jangka waktu yang lama. Contoh dari memory volatile adalah RAM (Random Access Memory) digunakan sebagai memori utama untuk menyimpan program-program atau data-data yang sedang digunakan atau diperlukan oleh CPU saat dibutuhkan saja (sementara).",65.0,80.0,75.0,73.33333333333333
siswa_240,"Memory volatile adalah memori nan datanya dapat ditulis atau dihapus, dan data akan hilang ketika tidak mendapat power / daya. Memory jenis ini hanya untuk penyimpanan data sementara saja, bukan untuk jangka waktu yang lama. Contoh dari memory volatile adalah RAM (Random Access Memory) digunakan sebagai memori utama untuk menyimpan program-program atau data-data yang sedang digunakan atau diperlukan oleh CPU saat dibutuhkan saja (sementara).",65.0,80.0,75.0,73.33333333333333
siswa_241,"Volatile memory membentuk memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. Contohnya adalah RAM",77.0,88.0,90.0,85.0
siswa_242,"Volatile memory membentuk memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. Contohnya adalah RAM",77.0,88.0,90.0,85.0
siswa_243,"Volatile memory merupakan memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. Contohnya adalah RAM",77.0,88.0,90.0,85.0
siswa_244,Volatile = selagi Memory = Ingatan jadi Ingatan Sementara,20.0,30.0,25.0,25.0
siswa_245,"Volatile memory membentuk memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",88.0,95.0,90.0,91.0
siswa_246,"Volatile memory membentuk memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",88.0,95.0,90.0,91.0
siswa_247,"Volatile memory merupakan memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",88.0,95.0,90.0,91.0
siswa_248,"membentuk memory nan datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_249,"membentuk memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_250,"membentuk memory yang datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_251,"membentuk memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_252,"merupakan memory nan datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_253,"merupakan memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_254,"merupakan memory yang datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_255,"Volatile memory ialah memory nan datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory.",88.0,86.0,90.0,88.0
siswa_256,"Volatile memory ialah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory.",88.0,86.0,90.0,88.0
siswa_257,"Volatile memory adalah memory nan datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory.",88.0,86.0,90.0,88.0
siswa_258,"volatile memory membentuk memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_259,"volatile memory membentuk memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_260,"volatile memory merupakan memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_261,memory adendum,5.0,5.0,10.0,6.666666666666667
siswa_262,valatile memory ajang penyimpana bahan volatile,30.0,30.0,25.0,28.333333333333332
siswa_263,valatile memory ajang penyimpana data volatile,30.0,30.0,25.0,28.333333333333332
siswa_264,valatile memory tempat penyimpana bahan volatile,30.0,30.0,25.0,28.333333333333332
siswa_265,Volatile memory ialah ajang penyimpanan data volatile.,27.0,30.0,25.0,27.333333333333332
siswa_266,Volatile memory ialah tempat penyimpanan data volatile.,27.0,30.0,25.0,27.333333333333332
siswa_267,Volatile memory adalah ajang penyimpanan data volatile.,27.0,30.0,25.0,27.333333333333332
siswa_268,ajang akan membenahi bahan volatile,25.0,30.0,25.0,26.666666666666668
siswa_269,ajang akan membenahi data volatile,25.0,30.0,25.0,26.666666666666668
siswa_270,ajang akan menyimpan bahan volatile,25.0,30.0,25.0,26.666666666666668
siswa_271,ajang akan menyimpan data volatile,25.0,30.0,25.0,26.666666666666668
siswa_272,ajang untuk membenahi bahan volatile,25.0,30.0,25.0,26.666666666666668
siswa_273,ajang untuk membenahi data volatile,25.0,30.0,25.0,26.666666666666668
siswa_274,ajang untuk menyimpan bahan volatile,25.0,30.0,25.0,26.666666666666668
siswa_275,ajang untuk menyimpan data volatile,25.0,30.0,25.0,26.666666666666668
siswa_276,tempat akan membenahi bahan volatile,25.0,30.0,25.0,26.666666666666668
siswa_277,tempat akan membenahi data volatile,25.0,30.0,25.0,26.666666666666668
siswa_278,tempat akan menyimpan bahan volatile,25.0,30.0,25.0,26.666666666666668
siswa_279,tempat akan menyimpan data volatile,25.0,30.0,25.0,26.666666666666668
siswa_280,tempat untuk membenahi bahan volatile,25.0,30.0,25.0,26.666666666666668
siswa_281,tempat untuk membenahi data volatile,25.0,30.0,25.0,26.666666666666668
siswa_282,tempat untuk menyimpan bahan volatile,25.0,30.0,25.0,26.666666666666668
siswa_283,membentuk memory nan datanya angsal ditulis serta dihapus tetapi akan hilang,40.0,50.0,50.0,46.666666666666664
siswa_284,membentuk memory nan datanya dapat ditulis serta dihapus tetapi akan hilang,40.0,50.0,50.0,46.666666666666664
siswa_285,membentuk memory yang datanya angsal ditulis serta dihapus tetapi akan hilang,40.0,50.0,50.0,46.666666666666664
siswa_286,membentuk memory yang datanya dapat ditulis serta dihapus tetapi akan hilang,40.0,50.0,50.0,46.666666666666664
siswa_287,merupakan memory nan datanya angsal ditulis serta dihapus tetapi akan hilang,40.0,50.0,50.0,46.666666666666664
siswa_288,merupakan memory nan datanya dapat ditulis serta dihapus tetapi akan hilang,40.0,50.0,50.0,46.666666666666664
siswa_289,merupakan memory yang datanya angsal ditulis serta dihapus tetapi akan hilang,40.0,50.0,50.0,46.666666666666664
siswa_290,"Volatile memory ialah memory nan datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory",80.0,90.0,90.0,86.66666666666667
siswa_291,"Volatile memory ialah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory",80.0,90.0,90.0,86.66666666666667
siswa_292,"Volatile memory adalah memory nan datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory",80.0,90.0,90.0,86.66666666666667
siswa_293,memory nan digunakan akan penyimpanan sementara,25.0,35.0,25.0,28.333333333333332
siswa_294,memory nan digunakan untuk penyimpanan sementara,25.0,35.0,25.0,28.333333333333332
siswa_295,memory yang digunakan akan penyimpanan sementara,25.0,35.0,25.0,28.333333333333332
siswa_296,"-Volatile memory ialah memory nan datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya Dalam mempertahankan memory.",88.0,86.0,90.0,88.0
siswa_297,"-Volatile memory ialah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya Dalam mempertahankan memory.",88.0,86.0,90.0,88.0
siswa_298,"-Volatile memory adalah memory nan datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya Dalam mempertahankan memory.",88.0,86.0,90.0,88.0
siswa_299,"membentuk memory nan datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_300,"membentuk memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_301,"membentuk memory yang datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_302,"membentuk memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_303,"merupakan memory nan datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_304,"merupakan memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_305,"merupakan memory yang datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_306,"membentuk memory nan datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_307,"membentuk memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_308,"membentuk memory yang datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_309,"membentuk memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_310,"merupakan memory nan datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_311,"merupakan memory nan datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_312,"merupakan memory yang datanya angsal ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory.",80.0,90.0,90.0,86.66666666666667
siswa_313,memory nan digunakan akan membenahi data,25.0,20.0,25.0,23.333333333333332
siswa_314,memory nan digunakan akan menyimpan data,25.0,20.0,25.0,23.333333333333332
siswa_315,memory nan digunakan untuk membenahi data,25.0,20.0,25.0,23.333333333333332
siswa_316,memory nan digunakan untuk menyimpan data,25.0,20.0,25.0,23.333333333333332
siswa_317,memory yang digunakan akan membenahi data,25.0,20.0,25.0,23.333333333333332
siswa_318,memory yang digunakan akan menyimpan data,25.0,20.0,25.0,23.333333333333332
siswa_319,memory yang digunakan untuk membenahi data,25.0,20.0,25.0,23.333333333333332
siswa_320,volatile memory ialah memory selagi untuk menjalankan komputer. hal ini untuk menyeimbangkan antara RAM dan processor,45.0,40.0,50.0,45.0
siswa_321,volatile memory ialah memory sementara untuk menjalankan komputer. hal ini untuk menyeimbangkan antara RAM dan processor,45.0,40.0,50.0,45.0
siswa_322,volatile memory adalah memory selagi untuk menjalankan komputer. hal ini untuk menyeimbangkan antara RAM dan processor,45.0,40.0,50.0,45.0
