soal,jawaban,nilai,tipe
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,Menggunakan shampo yang sesuai dengan kulit kepala kita. Kemudian menggunakan conditioner untuk melembabkan kulit kepala. Kemudian menggunakan Vitamin rambut untuk melembabkan dan menutrisi rambut agar rambut tidak mudah kering dan rusak. Menggunakan minyak rambut untuk merelaksasikan kulit kepala. Menggunakan masker rambut agar rambut mudah diatur. Menggunakan hair spray untuk menyegarkan rambut. menggunakan bahan alami seperti lidah buaya agar rambut terlihat lebih lebat dan mengembang. menggunakan bahan alami seperti minyak kemiri untuk membuat rambut terlihat hitam alami. Melakukan perawatan seperti creambat agar rambut terlihat lebih sehat. merawat rambut dengan memperbanyak minum air putih. ,53.333333333333336,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"Keramasi rambut jika rambut terasa lepek, Pakai madu agar menjaga kelembaban rambut, Pakai minyak zaitun agar rambut tidak rontok, Sering-seringlah pakai hairmask rambut agar tetap sehat, Potong rambut jika rambut bercabang, Beri tonic setelah keramas, Pakai lidah buaya agar rambut tetap hitam dan lebat, Setelah keramas, pakailah conditioner secukupnya, Pakai treatment setelah conditioner, Jangan sering pakai pelurus rambut agar tidak cepat rusak, Lakukan pengeringan rambut secara alami ",42.666666666666664,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"Keramasi rambut jika rambut terasa lepek Pakai madu agar menjaga kelembaban rambut Pakai minyak zaitun agar rambut tidak rontok Sering-seringlah pakai hairmask rambut agar tetap sehat Potong rambut jika rambut bercabang Beri tonic setelah keramas Pakai lidah buaya agar rambut tetap hitam dan lebat Setelah keramas, pakailah conditioner secukupnya Pakai treatment setelah conditioner Jangan sering pakai pelurus rambut agar tidak cepat rusak Lakukan pengeringan rambut secara alami ",42.666666666666664,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"keramas, memakai kondisioner, memakai masker rambut, treatment ke salon secara rutin, memakai ekstrak lidah buaya, rajin memakai vitamin, hindari matahari secara langsung, tidak sering mengikat rambut, menggunakan pewarna rambut yang aman untuk tubuh, sering memotong rambut agar tidak bercabang ",48.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"keramas dengan teratur, gunakan minyak kemiri, rajin menyisir rambut, gunakan masker lidah buaya, campur dengan yoghurt, condisioner, creambath, hindari hairspray, mewarnai rambut dan terik matahari. ",30.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,lidah buaya tidak mengikat rambut terlalu lama vitamin serum tidak terlalu banyak keramas minyak kelapa conditioner tidak terlalu banyak catok membiarkan rambut tertutup saat basah tidak mengecat rambut shampo yang mengandung bahan alami ,29.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,merawat dengan bahan alami ,7.666666666666667,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"memakai shampo, menggunakan lidah buaya, tidak memakai minyak rambut, memakai vitamin rambut, potong rambut jika panjang, merawat rambut, tidak memakai foam, olahraga, tidur yang cukup, mandi setiap hari ",23.333333333333332,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1) Dengan menggunakan shampoo yang bagus 2) Menggunakan vitamin rambut 3) Menggunakan lidah buaya sebagai vitamin rambut alami 4) Menggunakan kondisioner rambut secara teratur 5) Melakukan perawatan ke salon 6) Menggunakan teknik keramas yang baik dan benar 7) Sering-sering periksa ke dokter kulit. ,32.666666666666664,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"shampoo,lidah buaya ",6.666666666666667,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"memakai barang yang halal, keramas dengan teratur, saat keramas kepala dipijit perlahan, pilih yang sesuai dengan rambut anda agar tidak mengalami kerontokan, jangan menggunakan selain sampo jika tidak ada sampo, jangan dibakar biar tidak rusak, berilah cairan protein rambut, jangan lupa baca doa dan bismillah dalam melakukan hal apapun. ",23.333333333333332,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,keramas memberikan vitamin ,9.333333333333334,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"keramas, menyisir, kondisioner, creambath, memberi minyak, memberi vitamin rambut, spa rambut, memotong rambut bercabang, memberi urang aring, lidah buaya, minyak kemiri ",30.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"mencukur, keramas, memberi conditioner, melakukan smooting , krimbat, diberi madu , vitamin rambut , menyisir, spa rambut , dikipasi ",25.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"Rajin keramas,mencukur,menyisir,memakai condisioner,melakukan smoothing,minum multivitamin,creambath,spa rambut,tidak menyemir rambut ",27.666666666666668,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"cuci rambut, creambat, toning, ",21.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,keramas tiap hari mandi musti keramas selalu menggunakan conditioner ,11.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,krimbat shampo kramas minyak rambut spa salon rebonding menjaga kelembaban hair dryer potong rambut ,10.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1. menggunakan vitamin rambut 2. keramas setiap 2x sehari 3. melakukan perawatan rambut 4. creambath 5. hairspa 6. gunakan lidah buaya untuk memperkuat rambut 7. minyak kemiri untuk menghitamkan rambut ,31.333333333333332,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,keramas mbakkk ,6.666666666666667,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"Tip 1 : Selalu lindungi rambutmu dari sinar matahari, angin dan hujan. Paparan sinar matahari yang berlebihan, panas, kotoran, polusi, pencemaran dapat membuat rambut rusak. Hal ini dapat mengakibatkan kotoran bertumpuk, menyebabkan rambut dan kulit kepala menjadi kering, dan bias menyebabkan infeksi pada kulit kepala. Bila perlu tutup rambut dengan payung atau topi. Tip 2 : Rambut basah sangat rapuh dan mudah rusak. Dalam keadaan basah, batang dan akar rambut Kamu lebih rentan terhadap kerusakan. Setelah keramas jangan langsung menyisir, tunggu beberapa saat sampai rambut agak kering Tip 3 : Gunakan kondisioner setelah keramas. Kondisioner dapat membantu agar rambutmu semakin lurus Tip 4 : Lakukan conditioning dengan benar. Conditioners diformulasikan untuk menyegel kadar air dalam batang rambut. Mereka tidak dimaksudkan untuk kulit kepala. mulai pengkondisian sekitar 2 inci dari kulit kepala. Terlalu banyak kondisioner pada kulit kepala hanya akan membuat kulit kepala Kamu berminyak. Tip 5 : Pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama. Karena dibuat untuk jenis rambut tertentu selalu dan tujuan tertentu sehingga bias memberikan hasil yang lebih baik . Tip 6 : Hindari penggunaan hair dryer pada rambut Kamu. Panas akan menyerap kadar air dari rambut sehingga membuatnya kering dan keriting. Apabila kamu perlu meluruskan rambut dengan alat pelurus, selalu ingat agar memakai pelindung rambut sebelumnya. Tip 7 : Hindari menggunakan ikat rambut yang super ketat, pilihlah kain yang lembut. Ikatan rambut yang ketat cenderung menarik rambut kamu dan ini dapat menyebabkan kerusakan. Tip 8 : Ketika Kamu akan tidur di malam hari, biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut. Tip 9 : Tidur menggunakan bantal yang terbuat dari satin bisa untuk mengurangi kerusakan rambut akibat gesekan dibandingkan bantal bernahan kapas dan lainnya. Tip 10 : Ketika mengeringkan rambut, lakukan dengan cara ditekan. Jangan diggosok. Kamu mungkin mengeringkan rambut lebih cepat tetapi jumlah rambut yang rontok akan semakin banyak. Tip 11 : Gunakan masker rambut yang cocok untuk rambu. Kebutuhan rambut bervariasi sesuai jenis rambut. Tip 12 : Gunakan air dingin untuk keramas. Maksudnya air pada suhu normal ya, bukan air es. Hindari keramas dengan air panas Tip 13 : Makan yang benar. Kesehatan tubuh juga mempengaruhi panampilan rambut kamu. Semakin sehat Kamu, semakin baik rambut Kamu terlihat. Nutrisi tertentu seperti vitamin, zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan. ",85.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,- Lindungi dari paparan sinar matahari - Hindari membasahi rambut setiap hari - Gunakan kondisioner setelah keramas - Hindari menggunakan ikat rambut yang super ketat - biarkan rambut teruarai ketika akan tidur,41.666666666666664,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"Cara memelihara kesehatan rambut: -membiarkan rambut terurai bebas ketika di rumah -memakai shampo yang sesuai denga jenis rambut -memakai bahan-bahan yang alami untuk merawat rambut -jika memakai jilbab, usahakan berikan sedikit waktu agar rambut dapat bernafas -gunakan tumbuhan lidah buaya untuk membuat rambut terlihat lebih hitam -gunakan ginseng untuk mengurangi kerontokan pada rambut -gunakan daun teh untuk mengurangi ketombe pada rambut -keramas minimal 3 hari sekali -jika rambut berminyak, rontok dan mudah lepek, hindari pemakaian conditioner -hindari pemakaian pewarna rambut atau hair colouring -usahakan sebulan sekali untuk merawat rambut di salon, seperti creambath, hair tonic, dan hair mask ",43.333333333333336,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"-memotong dan merapikan rambut jika sudah terlalu panjang -mencuci rambut tiga kali dalam seminggu dengan shampoo dan memberikan conditioner -memberikan vitamin rambut -menyisir rambut -tidak mencatok rambut -tidak sering menyemir rambut dengan bahan sintetik -melakukan kerimbat -hidarkan rambut dari sinar matahari secara langsung -jangan mengikat rambut terlalu kencang atau ratpat -meberikan treathment rambut dengan bahan bahan alamai seperti lidah buaya, minyak zaitun dan lain - lain -jangan terlalu sering membuat rambut basah",48.666666666666664,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"menggunakan minyak zaitun, aloevera, sampo, kondisioner, lidah buaya, hindari pengering rambut dan catok, perhatikan asupan gizi bagi rambut, serum. ",25.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"menggunakan minyak zaitun, lidah buaya, shampoo, conditioner, vitamin rambut, santen, serum, perhatikan asupan gizi, hindari pengering rambut, gunakan sisir yang tidak tajam, ",25.666666666666668,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"Diikat, Pakai Kerudung, Rajin Keramas, Di potong gundul supaya tidak ketahuan kalau rambut rusak, perawatan menggunakan lidah buaya, Diribonding. ",25.333333333333332,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"Keramas, Masker rambut, dioles lidah buaya, dioles menggunakan putih telur, menyuci rambut setelah berkegiatan, menggunakan minyak dari bahan alami (kemiri, orang aring), tidak menggunakan minyak rambut dari bahan kimia secara berlebihan(pomade, wax, dan sebagainya), tidak terlalu sering menggunakan alat pelurus rambut ( bagi wanita/ laki-laki ), ",26.666666666666668,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,- menggunkan shampo khusus untuk perawatan rambut - menggunkan minyak rambut khusus untuk perawatan rambut,20.333333333333332,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,- keramas dengan shampoo sesuai dengan jenis rambut kita - keramas secara teratur - memberi vitamin untuk rambut - Hindari paparan langsung terhadap sinar matahari secara terus menerus - jangan telalu sering menguncit rambut - lakukan perawatan rambut jika dperlukan - Gunakan ramuan alami untuk merawat rambut - Hindari penggunaan hairspray terlalu sering - Hindari penggunaan catokan terlalu sering - Hindari gel rambut yang tidak sesuai dengan kulit kepala anda,29.333333333333332,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,- rutin keramas - Hindari sinar matahari yang berlebihan - Gunakan shampo yang sesuai - olesi rambut dengan lidah buaya - kurangi minyak rambut - tidak disemir - tidak berblebihan menggunakan hairdryer - tidak menggunakan catok rambut - minum obat dalam herbal untuk Kesehatan rambut - dikuncir rapi,26.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"TIdak mencatok, tidak di kriting , di beri madu dan lain-lain ",9.333333333333334,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,- Mengoleskan minyak zaitun setelah keramas - Membersihkan rambut dengan shapo setiap hari atau dua hari sekali - menggunakan kondisioner - Menghindari hair dryer - memotong rambut - Mengkonsumsi vitamin B - Pilih sisir dengan gerigi jarang - sering menggerai rambut - Gunakan pelindung kepala - lakukan creambath - lakukan Hairmask dan hair spa,41.666666666666664,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,- cuci rambut menggunakan shampo - menyisir rambut secara berkala - memberi vitamin pada rambut setelah keramas - melakukan hair spa - memotong rambut yang bercabat - memakai masker lidah buaya untuk menghitamkan rambut - memakai masker kemiri agar rambut lebat - tidak melakukan kegiatan di bawah sinar matahari terlalu lama - menggunakan penutup kepala saat terkena matahari - memakai shampo sesuai kebutuhan - keramas secara berkala,46.666666666666664,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"-Selalu Lindungi rambutmu dari sinar matahari -Gunakan kondisioner setelah keramas -Pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama -Hindari penggunaan hair dryer pada rambut -Hindari menggunakan ikat rambut yang super ketat bagi perempuan -tidur menggunakan bantal yang terbuat dari satin bisa untuk mengurangi kerusakan rambut -ketika mengeringkan rambut, lakukan dengan cara ditekan - Gunakan air dingin untuk keramas -Makan yang benar -sering beri vitamin pada rambut",73.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"- : Selalu lindungi rambutmu dari sinar matahari, angin dan hujan. Paparan sinar matahari yang berlebihan, panas, kotoran, polusi, pencemaran dapat membuat rambut rusak. Hal ini dapat mengakibatkan kotoran bertumpuk, menyebabkan rambut dan kulit kepala me",42.666666666666664,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"Selalu lindungi rambutmu dari sinar matahari, angin dan hujan. Paparan sinar matahari yang berlebihan, panas, kotoran, polusi, pencemaran dapat membuat rambut rusak, Rambut basah sangat rapuh dan mudah rusak. Dalam keadaan basah, batang dan akar rambut Kamu lebih rentan terhadap kerusakan. Setelah keramas jangan langsung menyisir, tunggu beberapa saat sampai rambut agak kering, Gunakan kondisioner setelah keramas. Kondisioner dapat membantu agar rambutmu semakin lurus ,Lakukan conditioning dengan benar. Conditioners diformulasikan untuk menyegel kadar air dalam batang rambut. Mereka tidak dimaksudkan untuk kulit kepala. mulai pengkondisian sekitar 2 inci dari kulit kepala. Terlalu banyak kondisioner pada kulit kepala hanya akan membuat kulit kepala Kamu berminyak,Pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama. Karena dibuat untuk jenis rambut tertentu selalu dan tujuan tertentu sehingga bias memberikan hasil yang lebih baik,Hindari penggunaan hair dryer pada rambut Kamu. Panas akan menyerap kadar air dari rambut sehingga membuatnya kering dan keriting. Apabila kamu perlu meluruskan rambut dengan alat pelurus, selalu ingat agar memakai pelindung rambut sebelumnya.Hindari menggunakan ikat rambut yang super ketat, pilihlah kain yang lembut. Ikatan rambut yang ketat cenderung menarik rambut kamu dan ini dapat menyebabkan kerusakan.Ketika Kamu akan tidur di malam hari, biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut,Tidur menggunakan bantal yang terbuat dari satin bisa untuk mengurangi kerusakan rambut akibat gesekan dibandingkan bantal bernahan kapas dan lainnya.Ketika mengeringkan rambut, lakukan dengan cara ditekan. Jangan diggosok. Kamu mungkin mengeringkan rambut lebih cepat tetapi jumlah rambut yang rontok akan semakin banyak,Gunakan masker rambut yang cocok untuk rambu. Kebutuhan rambut bervariasi sesuai jenis rambut. ",74.33333333333333,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"- Gunakan shampo dan kondisioner yang tepat untuk kulit kepala anda. - perhatikan asupan gizi anda makanlah sayuran dan buah-buahan yang mengandung vitamin A,C,E agar kulit kepala dan rambut bisa sehat kembali. - hindarilah pengering rambut / Hair dryer -",25.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,- minyak alami - minyak zaitun - Cuka Apel - Mayones - Alpukat - Membersihkan rambut - Gunakan kondisioner - Hindari hair dryer - memotong rambut - vitamin B,26.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,Setiap Hari Pomade ,2.6666666666666665,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"Keramas setiap hari, memakai vitamin rambut, hindari secara langsung ketika terik matahari, memakai shampo tertentu, jangan mencatok rambut, jangan menarik rambut, hindari memakai bahan kimia, jangan memberi warna rambut, gunakan sisir yang renggang, memakai minyak rambut seperlunya ",29.666666666666668,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"keramas, di sisir, krimbat, di potong, di beri vitamin, jangan di ikat dengan keras, di panjankan, jangan di semir, jangan pakai topi lama-lama, gunakan sampo mengandung zinc ",27.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"Di cuci, di sisir, di siram, terkena sinar matahari, di beri minyak rambut, di creambath, di rawat, di potong, tidak di cat rambut. ",25.666666666666668,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"di keramas,di cuci,di sisir,di beri vitamin rambut, usahakan terkena sinar matahari, di creambath,di beri minyak rambut(pomade), ",21.666666666666668,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,-berdoa -membaca bismillah,1.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,- memakai shampo 1 minggu 3x - menggunakan shampo yg cocok - mandi teratur - rambut belum kering jangan di sisir - jangan menggunakan sabun untuk keramas - menggunakan satu sisir - keringkan rambut setelah mandi - jangan menggunakan pomade - jangan di ber,25.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,"tidak mengeringkan rambut hair drayer, keramas saat mandi , tidak menutup rambut saat basah , tidak mengecat rambut atau membentuk , memakai vitamin rambut , tidak memotong rambut sembarangan ",22.666666666666668,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,rutin secara berkala melakukan keramas. mengeringkan rambut setelah mandi. tidak menutup rambut selama masih basah ,23.666666666666668,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,- keramas - memakai conditioner - tidak mengikat saat basah - tidak memakai pewarna rambut,27.333333333333332,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,Membersihkan rambut minimal 2 hari sekali. Memperhatikan konsumsi makanan anda. Minum air putih yang banyak. Memeriksa/memantau obat yang anda konsumsi. Memotong atau trim ujung rambut anda minimal sebulan sekali. Merawat rambut secara alami. ,30.0,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,m.e.n.j.a.g.a.d.e.n.g.a.n.m.e.n.y.a.m.p.o.d.e.n.g.a.n.t.e.r.a.t.u.r. ,1.6666666666666667,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1. menggunakan shampo 2 hari sekali 2. pergi ke salon 3. smoothing dll ,18.333333333333332,train
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,-mebersihkan dengan cara menggunakan shampo -mebersihkan dengan cara menggunakan air bersih -jangan diberi minyak rambut sembarangan -beri minyak rambut -beri vitamin rambut -Hindari debu -Hindari asap -Hindari kotoran yang jatuh di atas -Hindari kotoran asap -Hindari kotoran debu asap,26.666666666666668,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"1. Melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran. 2. Tertawa merupakan obat yang paling baik untuk melawan kebosanan, karena meningkatkan suasana hati (mood). 3. Melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang. 4. Melakukan sosialisasi, interaksi manusia bisa menjaga pikiran agar tetap segar. 5. Tidur siang sejenak, hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas. 6. Mencium sesuatu yang menyenangkan, aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas. 7. Melakukan pemijatan, pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres. 8. Melamun, untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran.",100.0,test
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 Makan permen 2 Makan coklat 3 Mendengarkan mp3 4 Menggambar 5 Main game 6 Memikirkan sesuatu yang indah 7 Bercanda dengan teman 8 Tidur ,20.666666666666668,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1. cuci muka 2. bermain social media 3. mendengarkan musik 4. bermain game 5. makan 6. minum 7. strecthing ringan 8. menghirup udara segar ,27.666666666666668,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1. Stretching setiap 1 jam. 2. Arahkan pandangan ke tujuan yang jauh. 3. Bermain game. 4. Jalan-jalan sekitar lokasi. 5. Istirahat secukupnya. 6. Mendengarkan musik. 7. Menonton film. 8. Pergi ke taman. ,24.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1. memikirkan pelajaran secara bijaksana 2. olahraga jalan-jalan kecil 3. membawa obat stress 4. mengajak bicara teman 5. bercanda 6. ngemil 7. ke kamar mandi cuci muka 8. memejamkan mata ,22.666666666666668,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,Makan makanan yang bergizi. Meminum banyak air putih. Istirahat yang cukup ketika waktu senggang. Bermain game online. Bermain gadget. Aktif di sosial media. Keluar gedung untuk menyegarkan otak. menonton televisi. ,25.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"refreshing sejenak,minum air putih agar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game ",22.333333333333332,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"refreshing sejenak,minum air putih agar segar,lakukan olahraga kecil-kecilan agar badan tidak cepat lelah,isi nutrisi dengan makan yang ringan,minum kopi,sholat agar dapat pencerahan,lakukan strechcing dikelas,main game ",22.333333333333332,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"mengambil jeda untuk istirahat, tidak memaksakan tenaga dan pikiran, selalu berfikir positif, mengerjakan tanpa mengeluh, sedikit olah raga ringan, membuat tempat kerja nyaman dan tidak berantakan, aliran udara baik di lingkungan tempat kerja, memberi tanaman kecil di meja kerja ",26.333333333333332,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"makan, tidur sejenak, main game, minum hot chocolate, berjalan keliling kampus, cowok ganteng, nonton film, instagram. ",12.333333333333334,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,nonton main hp cerita dengan teman ,6.666666666666667,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"tidur, ke mall, makan, nonton film, mendengarkan musik, jalan jalan ",21.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"tidur, makan, makan lagi, minum, istirahat, shalat, cuci muka, bermain game ",13.333333333333334,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1) Bermain Game 2) Liburan ke pantai 3) Pergi ke Mall 4) Menonton film di bioskop atau di rumah 5) Liburan ke luar daerah 6) Liburan edukatif 7) Olah Raga renang 8) Tidur yang cukup ,23.333333333333332,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,melihat novie ,6.666666666666667,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"main game, makan kue ciki-ciki, bersandiwara, barmain sama adik kecil, menelepon yang dicintai, dibawah sholat atau berdzikir mendekatkan diri pada Allah.SWT, menggagu teman atau usil, dibawa berwudhu atau cuci muka. ",37.333333333333336,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,melihat film hiburan refreshing main game ,9.666666666666666,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"mendengarkan musik, jalan jalan, main game, nonton film, makan, minum, ke toilet, tidur ",28.666666666666668,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"bermain game, menonton film , makan makanan ringan , tidur , minum kopi , lihat tv, mendengarkan musik, membuka internet ",20.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"Membaca buku,olahraga,menonton anime,makan,jalan-jalan,bersepeda,tidur,bermain game ",20.333333333333332,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,liat film ,6.666666666666667,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,pergi ke kantin tidur mendengarkan musik ngerokok pergi ke ruangan ber AC ,9.333333333333334,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,refreshing makan minum istirahat play game playing game main game bermain game ,10.333333333333334,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1. jajan dikantin 2. istirahat ,7.666666666666667,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"pergi ke kantin , tidur di bawah ac ",7.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"Berolahraga , Kuliner , Curhat , Melakukan hal bermanfaat , Manjakan diri kamu setelah deadline , Ubah lingkungan sekitar , Istirahat saat mulai jenuh , Gabungkan tugas dengan sesuatu yang kamu sukai ",12.333333333333334,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,- Mandi sebelum brangkat kuliah atau kekantor - jangan berinteraksi dengan komputer secara terus menerus - regangkan otot-otot ketika sudah mulai lelah - minum air putih,23.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,-Makan permen -minum minuman yang segar -memijat kepala sejenak -melakukan olah raga ringan -tidur sebentar jika diperlukan -memejamkan Mata sejenak -mendengarkan musik kesukaan -keluar ruangan sejenak untuk menghirup udara segar,43.333333333333336,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"Caranya yakni dengan melakukan istirahat sejenak dengan merilekskan badan, bisa sambil mendengarkan musik yang disuka, melakukan hal hal yang disuka, minum air putih lalu kembali fokus, jangan lupa dengan berdoa dan senyum semangat. ",26.666666666666668,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"bermain game pada sela-sela waktu, tidur, makan dan minum, olahraga, membaca komik ",25.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"tidur, bermain game, berwudhu, sholat, stretching, olahraga ringan, minum segelas aqua, makan makanan ringan, membaca alquran, melamun. ",41.333333333333336,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"Tidur, Makan, Main Game, Melihat ke luar ruangan, Jalan Jalan, Izin ke kamar mandi, Melihat cewek cantik, Memandangi kekasih. ",21.666666666666668,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"-istirahat, -tidur, -makan makanan bergizi, -mendengarkan musik, -berkumpul keluarga atau teman, -menonton SLANK #pisss -mandi di tepi lautan, -naik gunung. ",11.666666666666666,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,- mendengarkan musik - internet - membaca buku,11.333333333333334,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,- mendengarkan musik yang disukai. - Bermain game sejenak. - Jalan - Jalan disekitar tampat kerja. - Makan dikantin. - Mengopi. - tidur jika memungkinkan meski hanya sebentar. - Browsing. - Chatting.,12.333333333333334,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,- Tarik nafas dalam-dalam - Tenang - Fokus - Konsentrasi - minum air putih - membaca shalawat dalam hati - Datang tepat waktu - Santai,9.333333333333334,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"bercanda, menonton film ",6.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,- Nyalakan lilin - Duduk di alam terbuka - Mendengarkan kata kata yang menginspirasi - Membaca - Menulis - setiap 15 menit sekali menatap ke luar - Mendrngarkan lagu - Mengobrol bersama teman ,12.0,train
