Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_117,gelar CR membentuk angan-angan banyak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_118,gelar CR membentuk idaman belacak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_119,gelar CR membentuk idaman banyak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_120,gelar CR merupakan angan-angan belacak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_121,gelar CR merupakan angan-angan banyak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_122,gelar CR merupakan idaman belacak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_123,gelar CR merupakan idaman banyak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_124,sebutan CR membentuk angan-angan belacak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_125,sebutan CR membentuk angan-angan banyak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_126,sebutan CR membentuk idaman belacak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_127,sebutan CR membentuk idaman banyak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_128,sebutan CR merupakan angan-angan belacak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_129,sebutan CR merupakan angan-angan banyak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_130,sebutan CR merupakan idaman belacak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau.,25.0,10.0,25.0,20.0
siswa_131,CR7 itulah identitas nan dimiliki oleh Christiano Ronaldo. Pemain berkebangsaan Portugal ini sekarang bersama dengan tim Real Madrid,42.0,40.0,50.0,44.0
siswa_132,CR7 itulah identitas yang dimiliki oleh Christiano Ronaldo. Pemain berkebangsaan Portugal ini sekarang bersama dengan tim Real Madrid,42.0,40.0,50.0,44.0
siswa_133,CR7 itulah julukan nan dimiliki oleh Christiano Ronaldo. Pemain berkebangsaan Portugal ini sekarang bersama dengan tim Real Madrid,42.0,40.0,50.0,44.0
siswa_134,"cristiano ronaldo nan jebrol dalam portugal berkebangsaan portugal , klub saat ini adalah real madrid , klub sebelumnya adalah mancester united , bernomor punggu 7 dan sebutannya CR7",68.0,70.0,75.0,71.0
siswa_135,"cristiano ronaldo nan jebrol di portugal berkebangsaan portugal , klub saat ini adalah real madrid , klub sebelumnya adalah mancester united , bernomor punggu 7 dan sebutannya CR7",68.0,70.0,75.0,71.0
siswa_136,"cristiano ronaldo nan lahir dalam portugal berkebangsaan portugal , klub saat ini adalah real madrid , klub sebelumnya adalah mancester united , bernomor punggu 7 dan sebutannya CR7",68.0,70.0,75.0,71.0
siswa_137,"cristiano ronaldo nan lahir di portugal berkebangsaan portugal , klub saat ini adalah real madrid , klub sebelumnya adalah mancester united , bernomor punggu 7 dan sebutannya CR7",68.0,70.0,75.0,71.0
siswa_138,"cristiano ronaldo yang jebrol dalam portugal berkebangsaan portugal , klub saat ini adalah real madrid , klub sebelumnya adalah mancester united , bernomor punggu 7 dan sebutannya CR7",68.0,70.0,75.0,71.0
siswa_139,"cristiano ronaldo yang jebrol di portugal berkebangsaan portugal , klub saat ini adalah real madrid , klub sebelumnya adalah mancester united , bernomor punggu 7 dan sebutannya CR7",68.0,70.0,75.0,71.0
siswa_140,"cristiano ronaldo yang lahir dalam portugal berkebangsaan portugal , klub saat ini adalah real madrid , klub sebelumnya adalah mancester united , bernomor punggu 7 dan sebutannya CR7",68.0,70.0,75.0,71.0
siswa_141,"Cristiano Ronaldo boks Santos Aveiro lahir di Funchal, Madeira, Portugal, 5 Februari 1985 merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United Dia memakai nomor punggung 7 , sebelumnya dia memakai nomer punggung 9",80.0,85.0,90.0,85.0
siswa_142,-Cristiano Ronaldo jebrol dalam Portugal dan saat ini berusia 31 tahun -Salah satu pemain penting negara Portugal -Klub profesional pertama yang dibela adalah Sporting Lisbon -Pernah bergabung dengan Manchester United dan menggunakan nomor punggung 7 -Dikenal,65.0,65.0,75.0,68.33333333333333
siswa_143,-Cristiano Ronaldo jebrol di Portugal dan saat ini berusia 31 tahun -Salah satu pemain penting negara Portugal -Klub profesional pertama yang dibela adalah Sporting Lisbon -Pernah bergabung dengan Manchester United dan menggunakan nomor punggung 7 -Dikenal,65.0,65.0,75.0,68.33333333333333
siswa_144,-Cristiano Ronaldo lahir dalam Portugal dan saat ini berusia 31 tahun -Salah satu pemain penting negara Portugal -Klub profesional pertama yang dibela adalah Sporting Lisbon -Pernah bergabung dengan Manchester United dan menggunakan nomor punggung 7 -Dikenal,65.0,65.0,75.0,68.33333333333333
siswa_145,"jebrol dalam portugal 5 februari 1985, team saat ini real madrid, team sebelumnya MU, no punggung 7 dan sebutannya CR7",20.0,30.0,25.0,25.0
siswa_146,"jebrol di portugal 5 februari 1985, team saat ini real madrid, team sebelumnya MU, no punggung 7 dan sebutannya CR7",20.0,30.0,25.0,25.0
siswa_147,"lahir dalam portugal 5 februari 1985, team saat ini real madrid, team sebelumnya MU, no punggung 7 dan sebutannya CR7",20.0,30.0,25.0,25.0
siswa_148,"cristiano ronaldo jebrol cak  ala 17 mei 1980 lahir di sporting portugal, klub saat ini adalah real madrid , dan klub sebelumnya adalah manchester united . dengan nomer punggung 7 kemudian cristioano ronaldo seting dijuluki CR 7 (CR SEVEN )",55.0,60.0,50.0,55.0
siswa_149,"cristiano ronaldo jebrol pada 17 mei 1980 lahir di sporting portugal, klub saat ini adalah real madrid , dan klub sebelumnya adalah manchester united . dengan nomer punggung 7 kemudian cristioano ronaldo seting dijuluki CR 7 (CR SEVEN )",55.0,60.0,50.0,55.0
siswa_150,"cristiano ronaldo lahir cak  ala 17 mei 1980 lahir di sporting portugal, klub saat ini adalah real madrid , dan klub sebelumnya adalah manchester united . dengan nomer punggung 7 kemudian cristioano ronaldo seting dijuluki CR 7 (CR SEVEN )",55.0,60.0,50.0,55.0
siswa_151,"aktor bal , jebrol dalam portugal",20.0,25.0,25.0,23.333333333333332
siswa_152,"aktor bal , jebrol di portugal",20.0,25.0,25.0,23.333333333333332
siswa_153,"aktor bal , lahir dalam portugal",20.0,25.0,25.0,23.333333333333332
siswa_154,"aktor bal , lahir di portugal",20.0,25.0,25.0,23.333333333333332
siswa_155,"aktor bola , jebrol dalam portugal",20.0,25.0,25.0,23.333333333333332
siswa_156,"aktor bola , jebrol di portugal",20.0,25.0,25.0,23.333333333333332
siswa_157,"aktor bola , lahir dalam portugal",20.0,25.0,25.0,23.333333333333332
siswa_158,"aktor bola , lahir di portugal",20.0,25.0,25.0,23.333333333333332
siswa_159,"pemain bal , jebrol dalam portugal",20.0,25.0,25.0,23.333333333333332
siswa_160,"pemain bal , jebrol di portugal",20.0,25.0,25.0,23.333333333333332
siswa_161,"pemain bal , lahir dalam portugal",20.0,25.0,25.0,23.333333333333332
siswa_162,"pemain bal , lahir di portugal",20.0,25.0,25.0,23.333333333333332
siswa_163,"pemain bola , jebrol dalam portugal",20.0,25.0,25.0,23.333333333333332
siswa_164,"pemain bola , jebrol di portugal",20.0,25.0,25.0,23.333333333333332
siswa_165,"pemain bola , lahir dalam portugal",20.0,25.0,25.0,23.333333333333332
siswa_166,"Cristiano Ronaldo boks Santos Aveiro, OIH (lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun) atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya.",80.0,85.0,90.0,85.0
siswa_167,"jebrol dalam Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun) atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",85.0,88.0,90.0,87.66666666666667
siswa_168,"jebrol di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun) atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",85.0,88.0,90.0,87.66666666666667
siswa_169,"lahir dalam Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun) atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",85.0,88.0,90.0,87.66666666666667
siswa_170,Cristiano Ronaldo jebrol 5 februari 1985 Kebangsaan Portugal Klub saat ini Real madrid Nomor punggung 7 Sebutan CR7,40.0,50.0,50.0,46.666666666666664
siswa_171,"-tempat jebrol dalam Funchal, Madeira, Portugal -kebangsaan Portugal -klub saat ini adalah Real Madrid -klub sebelumnya adalah Manchester United -nomor punggung 7 -sebutannya CR7",48.0,50.0,50.0,49.333333333333336
siswa_172,"-tempat jebrol di Funchal, Madeira, Portugal -kebangsaan Portugal -klub saat ini adalah Real Madrid -klub sebelumnya adalah Manchester United -nomor punggung 7 -sebutannya CR7",48.0,50.0,50.0,49.333333333333336
siswa_173,"-tempat lahir dalam Funchal, Madeira, Portugal -kebangsaan Portugal -klub saat ini adalah Real Madrid -klub sebelumnya adalah Manchester United -nomor punggung 7 -sebutannya CR7",48.0,50.0,50.0,49.333333333333336
siswa_174,"Yang abdi ingat melanda Cristiano Ronaldo tidak banyak yakni beliau adalah atlet pemain sepak bola, kebangsaan Inggris",30.0,20.0,25.0,25.0
siswa_175,"Yang abdi ingat mengenai Cristiano Ronaldo tidak banyak yakni beliau adalah atlet pemain sepak bola, kebangsaan Inggris",30.0,20.0,25.0,25.0
siswa_176,"Yang abdi tahu melanda Cristiano Ronaldo tidak banyak yakni beliau adalah atlet pemain sepak bola, kebangsaan Inggris",30.0,20.0,25.0,25.0
siswa_177,"Yang abdi tahu mengenai Cristiano Ronaldo tidak banyak yakni beliau adalah atlet pemain sepak bola, kebangsaan Inggris",30.0,20.0,25.0,25.0
siswa_178,"Yang saya ingat melanda Cristiano Ronaldo tidak banyak yakni beliau adalah atlet pemain sepak bola, kebangsaan Inggris",30.0,20.0,25.0,25.0
siswa_179,"Yang saya ingat mengenai Cristiano Ronaldo tidak banyak yakni beliau adalah atlet pemain sepak bola, kebangsaan Inggris",30.0,20.0,25.0,25.0
siswa_180,"Yang saya tahu melanda Cristiano Ronaldo tidak banyak yakni beliau adalah atlet pemain sepak bola, kebangsaan Inggris",30.0,20.0,25.0,25.0
siswa_181,"cristiano ronaldo ialah seorang aktor bola yang lahir di portugal, lahir pada tanggal 5 februari 1985 posisi bermain penyerang, sayap kiri. klub yang di ikuti saat ini real madrid dengan nomor punggung 7",67.0,78.0,75.0,73.33333333333333
siswa_182,"cristiano ronaldo ialah seorang pemain bola yang lahir di portugal, lahir pada tanggal 5 februari 1985 posisi bermain penyerang, sayap kiri. klub yang di ikuti saat ini real madrid dengan nomor punggung 7",67.0,78.0,75.0,73.33333333333333
siswa_183,"cristiano ronaldo adalah seorang aktor bola yang lahir di portugal, lahir pada tanggal 5 februari 1985 posisi bermain penyerang, sayap kiri. klub yang di ikuti saat ini real madrid dengan nomor punggung 7",67.0,78.0,75.0,73.33333333333333
siswa_184,"cristiano ronaldo ialah aktor sepakbola dunia yang lahir tanggal 5 februari 1985, berkebangsaan portugal, saat ini di klub real madrid setelah resign dari klub manchester united, dengan nomor punggung 7 dengan sebutan CR7.",70.0,78.0,75.0,74.33333333333333
siswa_185,"cristiano ronaldo ialah pemain sepakbola dunia yang lahir tanggal 5 februari 1985, berkebangsaan portugal, saat ini di klub real madrid setelah resign dari klub manchester united, dengan nomor punggung 7 dengan sebutan CR7.",70.0,78.0,75.0,74.33333333333333
siswa_186,"cristiano ronaldo adalah aktor sepakbola dunia yang lahir tanggal 5 februari 1985, berkebangsaan portugal, saat ini di klub real madrid setelah resign dari klub manchester united, dengan nomor punggung 7 dengan sebutan CR7.",70.0,78.0,75.0,74.33333333333333
siswa_187,Cristiano Ronaldo ialah aktor sepakbola berasal dari tempat yang jauh dari Indonesia yang sekarang ada di klub sepak bola baru karena dia keluar dari klub sepakbolanya yang lama dengan nomor punggung yang bergonta ganti seperti nomor ponsel pacar saya dan dia biasanya disebut pemain terganteng tapi masih lebih ganteng saya daripada dia.,10.0,5.0,10.0,8.333333333333334
siswa_188,Cristiano Ronaldo ialah pemain sepakbola berasal dari tempat yang jauh dari Indonesia yang sekarang ada di klub sepak bola baru karena dia keluar dari klub sepakbolanya yang lama dengan nomor punggung yang bergonta ganti seperti nomor ponsel pacar saya dan dia biasanya disebut pemain terganteng tapi masih lebih ganteng saya daripada dia.,10.0,5.0,10.0,8.333333333333334
siswa_189,Cristiano Ronaldo adalah aktor sepakbola berasal dari tempat yang jauh dari Indonesia yang sekarang ada di klub sepak bola baru karena dia keluar dari klub sepakbolanya yang lama dengan nomor punggung yang bergonta ganti seperti nomor ponsel pacar saya dan dia biasanya disebut pemain terganteng tapi masih lebih ganteng saya daripada dia.,10.0,5.0,10.0,8.333333333333334
siswa_190,"-CR7 jebrol dalam Madeira, Portugal. -Klub saat ini Real Madrid. -Klub sebelumnya MU. (sebelum di MU, di klub Sporting Lisbon) -Nomor punggung 7,( pernah menggunakan nomor punggung 9 di Real Madrid) -sebutan : CR7",60.0,70.0,75.0,68.33333333333333
siswa_191,"-CR7 jebrol di Madeira, Portugal. -Klub saat ini Real Madrid. -Klub sebelumnya MU. (sebelum di MU, di klub Sporting Lisbon) -Nomor punggung 7,( pernah menggunakan nomor punggung 9 di Real Madrid) -sebutan : CR7",60.0,70.0,75.0,68.33333333333333
siswa_192,"-CR7 lahir dalam Madeira, Portugal. -Klub saat ini Real Madrid. -Klub sebelumnya MU. (sebelum di MU, di klub Sporting Lisbon) -Nomor punggung 7,( pernah menggunakan nomor punggung 9 di Real Madrid) -sebutan : CR7",60.0,70.0,75.0,68.33333333333333
siswa_193,"jebrol 5 februari dalam madeira portugal. berkebangsaan portugal. klub saat ini Real Madrid, klub sebelumnya Manchester United, nomor punggung 7, sebutannya CR7.",50.0,50.0,50.0,50.0
siswa_194,"jebrol 5 februari di madeira portugal. berkebangsaan portugal. klub saat ini Real Madrid, klub sebelumnya Manchester United, nomor punggung 7, sebutannya CR7.",50.0,50.0,50.0,50.0
siswa_195,"lahir 5 februari dalam madeira portugal. berkebangsaan portugal. klub saat ini Real Madrid, klub sebelumnya Manchester United, nomor punggung 7, sebutannya CR7.",50.0,50.0,50.0,50.0
siswa_196,"Cristiano Ronaldo membentuk olahragawan sepakbola asal portugas, Cristiano Ronaldo saat ini membela klub Real Madrid FC, Cristiano Ronaldo sebelumnya membela klub Manchester United, Cristiano Ronaldo menggunakan nomor punggung 7, Cristiano Ronaldo memiliki sebutan CR7.",65.0,60.0,75.0,66.66666666666667
siswa_197,"Cristiano Ronaldo membentuk atlet sepakbola asal portugas, Cristiano Ronaldo saat ini membela klub Real Madrid FC, Cristiano Ronaldo sebelumnya membela klub Manchester United, Cristiano Ronaldo menggunakan nomor punggung 7, Cristiano Ronaldo memiliki sebutan CR7.",65.0,60.0,75.0,66.66666666666667
siswa_198,"Cristiano Ronaldo merupakan olahragawan sepakbola asal portugas, Cristiano Ronaldo saat ini membela klub Real Madrid FC, Cristiano Ronaldo sebelumnya membela klub Manchester United, Cristiano Ronaldo menggunakan nomor punggung 7, Cristiano Ronaldo memiliki sebutan CR7.",65.0,60.0,75.0,66.66666666666667
siswa_199,"cristiano ronaldo berkebangsaan portugal, detik ini bermain di real madrid, bernomor punggung 7, club sebelumnya adalah manchaster united",40.0,50.0,50.0,46.666666666666664
siswa_200,"Cristiano Ronaldo boks Santos Aveiro, OIH (lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun) atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United",70.0,78.0,75.0,74.33333333333333
siswa_201,"Cristiano Ronaldo boks Santos Aveiro, OIH (lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun) atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya.Dia memakai nomor punggung 7 di United",70.0,78.0,75.0,74.33333333333333
siswa_202,"Cristiano Ronaldo membentuk kartika real madrid. Tempat Lahir Funchal Madeira Portugal, Tanggal Lahir 5 Februari 1985, kebangsaan Portugal, klub saat ini Real madrid, klub sebelumnya Manchester United, nomor punggung 7, sebutan CR& ,Agama Katolik, Zodiac Aquarius.",55.0,60.0,50.0,55.0
siswa_203,"Cristiano Ronaldo membentuk bintang real madrid. Tempat Lahir Funchal Madeira Portugal, Tanggal Lahir 5 Februari 1985, kebangsaan Portugal, klub saat ini Real madrid, klub sebelumnya Manchester United, nomor punggung 7, sebutan CR& ,Agama Katolik, Zodiac Aquarius.",55.0,60.0,50.0,55.0
siswa_204,"Cristiano Ronaldo merupakan kartika real madrid. Tempat Lahir Funchal Madeira Portugal, Tanggal Lahir 5 Februari 1985, kebangsaan Portugal, klub saat ini Real madrid, klub sebelumnya Manchester United, nomor punggung 7, sebutan CR& ,Agama Katolik, Zodiac Aquarius.",55.0,60.0,50.0,55.0
siswa_205,"Cristiano Ronaldo boks Santos Aveiro, OIH (lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun) atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",70.0,78.0,75.0,74.33333333333333
siswa_206,"Cristiano Ronaldo membentuk seorang aktor sepak bola,funchal,Real Mandrid,Portugal,10,ronaldo",35.0,40.0,50.0,41.666666666666664
siswa_207,"Cristiano Ronaldo membentuk seorang pemain sepak bola,funchal,Real Mandrid,Portugal,10,ronaldo",35.0,40.0,50.0,41.666666666666664
siswa_208,"Cristiano Ronaldo merupakan seorang aktor sepak bola,funchal,Real Mandrid,Portugal,10,ronaldo",35.0,40.0,50.0,41.666666666666664
siswa_209,"asma afdal Cristiano Ronaldo boks Santos Aveiro, lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. posisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",70.0,78.0,75.0,74.33333333333333
siswa_210,"asma afdal Cristiano Ronaldo dos Santos Aveiro, lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. posisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",70.0,78.0,75.0,74.33333333333333
siswa_211,"asma lengkap Cristiano Ronaldo boks Santos Aveiro, lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. posisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",70.0,78.0,75.0,74.33333333333333
